,#,timestamp,dataset,subset,run,random,method,runtime,classifier,accuracy,cls_runtime,error,file,name,key
87,0,1626511039.0,Foursquare_nyc,generic,2,1,U,2235158.0,RF,63.74999999999999,4912.6810000000005,False,/Users/tarlisportela/OneDrive/3 - Projetos/workdir/results/Ensemble1/Foursquare_nyc/run2/U-generic/MLP-1/classification_times.csv,U-RF,Foursquare_nyc-generic-2
88,0,1626922958.0,Foursquare_nyc,generic,5,1,HL,13375037.0,MLP,65.52346348762512,37418.44,False,/Users/tarlisportela/OneDrive/3 - Projetos/workdir/results/Ensemble1/Foursquare_nyc/run5/HL-generic/MLP-1/classification_times.csv,HL-MLP,Foursquare_nyc-generic-5
89,0,1626922958.0,Foursquare_nyc,generic,5,1,HL,13375037.0,RF,57.400722021660656,4460.609,False,/Users/tarlisportela/OneDrive/3 - Projetos/workdir/results/Ensemble1/Foursquare_nyc/run5/HL-generic/MLP-1/classification_times.csv,HL-RF,Foursquare_nyc-generic-5
90,0,1626543933.0,Foursquare_nyc,generic,5,1,HpL,2652970.0,MLP,74.54873919487,66014.622,False,/Users/tarlisportela/OneDrive/3 - Projetos/workdir/results/Ensemble1/Foursquare_nyc/run5/HpL-generic/MLP-1/classification_times.csv,HpL-MLP,Foursquare_nyc-generic-5
91,0,1626543933.0,Foursquare_nyc,generic,5,1,HpL,2652970.0,RF,65.88447653429603,5328.281,False,/Users/tarlisportela/OneDrive/3 - Projetos/workdir/results/Ensemble1/Foursquare_nyc/run5/HpL-generic/MLP-1/classification_times.csv,HpL-RF,Foursquare_nyc-generic-5
92,0,1626496788.0,Foursquare_nyc,specific,5,1,U,3164650.0,MLP,98.5559582710266,98803.94,False,/Users/tarlisportela/OneDrive/3 - Projetos/workdir/results/Ensemble1/Foursquare_nyc/run5/U-specific/MLP-1/classification_times.csv,U-MLP,Foursquare_nyc-specific-5
93,0,1626496788.0,Foursquare_nyc,specific,5,1,U,3164650.0,RF,96.20938628158844,5529.529,False,/Users/tarlisportela/OneDrive/3 - Projetos/workdir/results/Ensemble1/Foursquare_nyc/run5/U-specific/MLP-1/classification_times.csv,U-RF,Foursquare_nyc-specific-5
94,0,1620892899.0,Foursquare_nyc,generic,5,1,M2L,7815720.0,MLP,68.59205961227417,261155.96,False,/Users/tarlisportela/OneDrive/3 - Projetos/workdir/results/Ensemble1/Foursquare_nyc/run5/M2L-generic/MLP-1/classification_times.csv,M2L-MLP,Foursquare_nyc-generic-5
95,0,1620892899.0,Foursquare_nyc,generic,5,1,M2L,7815720.0,RF,53.97111913357401,7674.785,False,/Users/tarlisportela/OneDrive/3 - Projetos/workdir/results/Ensemble1/Foursquare_nyc/run5/M2L-generic/MLP-1/classification_times.csv,M2L-RF,Foursquare_nyc-generic-5
96,0,1627542045.0,Foursquare_nyc,specific,5,1,HL,120343979.0,MLP,98.91696572303772,40056.907,False,/Users/tarlisportela/OneDrive/3 - Projetos/workdir/results/Ensemble1/Foursquare_nyc/run5/HL-specific/MLP-1/classification_times.csv,HL-MLP,Foursquare_nyc-specific-5
